Temperature,DAY,Leaf Order,Leaf Area,Leaf Area Accumulation
10,33,1,14.8,14.8
10,33,2,13.46666667,28.26666667
10,33,3,7.666666667,35.93333333
10,33,4,4.833333333,40.76666667
10,33,5,1.4,42.16666667
10,33,6,0.733333333,42.9
10,33,7,0.3,43.2
10,47,1,34.88333333,34.88333333
10,47,2,27.65333333,62.53666667
10,47,3,38.74666667,101.2833333
10,47,4,34.61333333,135.8966667
10,47,5,43.46333333,179.36
10,47,6,36.72,216.08
10,47,7,24.22,240.3
10,47,8,16.35333333,256.6533333
10,47,9,10.09666667,266.75
10,47,10,4.65,271.4
10,47,11,2.253333333,273.6533333
10,47,12,0.963333333,274.6166667
10,47,13,0.84,275.4566667
10,47,14,0.41,275.8666667
10,63,1,24.32666667,24.32666667
10,63,2,33.62666667,57.95333333
10,63,3,66.65666667,124.61
10,63,4,52.37,176.98
10,63,5,65.15333333,242.1333333
10,63,6,63.69666667,305.83
10,63,7,75.84666667,381.6766667
10,63,8,62.99666667,444.6733333
10,63,9,46.25666667,490.93
10,63,10,44.9,535.83
10,63,11,37.68333333,573.5133333
10,63,12,27.90333333,601.4166667
10,63,13,17.98666667,619.4033333
10,63,14,12.14,631.5433333
10,63,15,7.77,639.3133333
10,63,16,2.873333333,642.1866667
10,63,17,1.93,644.1166667
10,63,18,1.436666667,645.5533333
10,63,19,0.706666667,646.26
10,63,20,0.91,647.17
10,63,21,1.33,648.5
10,63,22,0.38,648.88
10,63,23,0.49,649.37
10,77,1,15.695,15.695
10,77,2,32.555,48.25
10,77,3,43.3,91.55
10,77,4,42.875,134.425
10,77,5,56.225,190.65
10,77,6,62.055,252.705
10,77,7,76.7,329.405
10,77,8,74.765,404.17
10,77,9,61.425,465.595
10,77,10,57.815,523.41
10,77,11,78.555,601.965
10,77,12,55.45,657.415
10,77,13,58.485,715.9
10,77,14,44.4,760.3
10,77,15,39.605,799.905
10,77,16,25.81,825.715
10,77,17,19.59,845.305
10,77,18,18.26,863.565
10,77,19,8.355,871.92
10,77,20,7.465,879.385
10,77,21,5.65,885.035
10,77,22,1.85,886.885
10,77,23,1.32,888.205
10,77,24,1.29,889.495
10,77,25,0.52,890.015
10,77,26,0.37,890.385
10,91,1,14.29666667,14.29666667
10,91,2,19.87333333,34.17
10,91,3,34.13333333,68.30333333
10,91,4,37.43,105.7333333
10,91,5,49.10666667,154.84
10,91,6,68.57666667,223.4166667
10,91,7,75.96666667,299.3833333
10,91,8,81.83,381.2133333
10,91,9,118.02,499.2333333
10,91,10,83.19333333,582.4266667
10,91,11,71.55333333,653.98
10,91,12,83.71333333,737.6933333
10,91,13,69.37666667,807.07
10,91,14,63.04666667,870.1166667
10,91,15,49.98,920.0966667
10,91,16,51.12666667,971.2233333
10,91,17,35.53,1006.753333
10,91,18,30.61666667,1037.37
10,91,19,29.18666667,1066.556667
10,91,20,16.49333333,1083.05
10,91,21,10.76,1093.81
10,91,22,12.01333333,1105.823333
10,91,23,4.03,1109.853333
10,91,24,2.616666667,1112.47
10,91,25,0.883333333,1113.353333
10,91,26,0.75,1114.103333
10,91,27,0.47,1114.573333
10,91,28,0.7,1115.273333
10,91,29,0.08,1115.353333
15,33,1,45.3,45.3
15,33,2,26.95,72.25
15,33,3,42.23333333,114.4833333
15,33,4,54.23333333,168.7166667
15,33,5,51.2,219.9166667
15,33,6,55.13333333,275.05
15,33,7,46.56666667,321.6166667
15,33,8,31.3,352.9166667
15,33,9,16.7,369.6166667
15,33,10,6.666666667,376.2833333
15,33,11,3.133333333,379.4166667
15,33,12,1.366666667,380.7833333
15,33,13,1,381.7833333
15,33,14,0.7,382.4833333
15,33,15,1.8,384.2833333
15,33,16,1.3,385.5833333
15,47,1,44.52 ,44.52 
15,47,2,68.07 ,112.59 
15,47,3,85.38 ,197.97 
15,47,4,112.08 ,310.04 
15,47,5,108.95 ,418.99 
15,47,6,105.20 ,524.19 
15,47,7,125.85 ,650.04 
15,47,8,140.16 ,790.20 
15,47,9,126.10 ,916.30 
15,47,10,106.61 ,1022.91 
15,47,11,94.46 ,1117.36 
15,47,12,85.30 ,1202.66 
15,47,13,48.05 ,1250.71 
15,47,14,43.87 ,1294.58 
15,47,15,24.13 ,1318.72 
15,47,16,14.21 ,1332.93 
15,47,17,7.29 ,1340.22 
15,47,18,1.69 ,1341.91 
15,47,19,2.03 ,1343.94 
15,47,20,1.36 ,1345.29 
15,47,21,1.14 ,1346.43 
15,47,22,0.89 ,1347.32 
15,47,23,0.55 ,1347.87 
15,47,24,1.09 ,1348.96 
15,63,1,25.15,25.15
15,63,2,57.03333333,82.18333333
15,63,3,64.59,146.7733333
15,63,4,96.61,243.3833333
15,63,5,102.2566667,345.64
15,63,6,145.75,491.39
15,63,7,144.4333333,635.8233333
15,63,8,147.2933333,783.1166667
15,63,9,127.95,911.0666667
15,63,10,144.7766667,1055.843333
15,63,11,126.55,1182.393333
15,63,12,90.96333333,1273.356667
15,63,13,100.47,1373.826667
15,63,14,75.07666667,1448.903333
15,63,15,60.25666667,1509.16
15,63,16,54.22,1563.38
15,63,17,39.29,1602.67
15,63,18,34.43,1637.1
15,63,19,32.28333333,1669.383333
15,63,20,15.89666667,1685.28
15,63,21,13.96666667,1699.246667
15,63,22,11.02,1710.266667
15,63,23,14.2,1724.466667
15,63,24,11.57,1736.036667
15,63,25,7.515,1743.551667
15,63,26,2.71,1746.261667
15,63,27,3.46,1749.721667
15,63,28,1.58,1751.301667
15,63,29,1.52,1752.821667
15,63,30,0.68,1753.501667
15,63,31,1.34,1754.841667
15,77,1,31.14666667,31.14666667
15,77,2,47.76666667,78.91333333
15,77,3,90.1,169.0133333
15,77,4,108.23,277.2433333
15,77,5,110.77,388.0133333
15,77,6,135.6866667,523.7
15,77,7,140.1566667,663.8566667
15,77,8,137.4,801.2566667
15,77,9,125.14,926.3966667
15,77,10,128.0233333,1054.42
15,77,11,95.09,1149.51
15,77,12,107.9966667,1257.506667
15,77,13,104.5833333,1362.09
15,77,14,82.38666667,1444.476667
15,77,15,86.91666667,1531.393333
15,77,16,85.6,1616.993333
15,77,17,68.64333333,1685.636667
15,77,18,54.71666667,1740.353333
15,77,19,47.78,1788.133333
15,77,20,41.35,1829.483333
15,77,21,33.33,1862.813333
15,77,22,32.18,1894.993333
15,77,23,17.09333333,1912.086667
15,77,24,14.47666667,1926.563333
15,77,25,11.04333333,1937.606667
15,77,26,9.18,1946.786667
15,77,27,5.475,1952.261667
15,77,28,2.225,1954.486667
15,77,29,1.4,1955.886667
15,77,30,1.48,1957.366667
15,91,1,25.77333333,25.77333333
15,91,2,29.43666667,55.21
15,91,3,32.17333333,87.38333333
15,91,4,137.7,225.0833333
15,91,5,100.54,325.6233333
15,91,6,142.6533333,468.2766667
15,91,7,154.6166667,622.8933333
15,91,8,166.0766667,788.97
15,91,9,184.4066667,973.3766667
15,91,10,163.4833333,1136.86
15,91,11,170.4333333,1307.293333
15,91,12,142.9333333,1450.226667
15,91,13,148.16,1598.386667
15,91,14,130.2766667,1728.663333
15,91,15,148.0366667,1876.7
15,91,16,132.0466667,2008.746667
15,91,17,118.8766667,2127.623333
15,91,18,134.18,2261.803333
15,91,19,112.7166667,2374.52
15,91,20,122.5433333,2497.063333
15,91,21,128.2466667,2625.31
15,91,22,111.36,2736.67
15,91,23,89.07,2825.74
15,91,24,80.86666667,2906.606667
15,91,25,76.82333333,2983.43
15,91,26,57.06333333,3040.493333
15,91,27,67.64333333,3108.136667
15,91,28,28.41333333,3136.55
15,91,29,26.91,3163.46
15,91,30,26.76333333,3190.223333
15,91,31,12.83,3203.053333
15,91,32,6.306666667,3209.36
15,91,33,2.86,3212.22
15,91,34,2.606666667,3214.826667
15,91,35,1.063333333,3215.89
15,91,36,0.86,3216.75
15,91,37,1.5,3218.25
15,91,38,0.5,3218.75
20,33,1,36.63333333,36.63333333
20,33,2,45.93333333,82.56666667
20,33,3,68.23333333,150.8
20,33,4,71.73333333,222.5333333
20,33,5,105.8333333,328.3666667
20,33,6,87.53333333,415.9
20,33,7,116.3333333,532.2333333
20,33,8,110.8,643.0333333
20,33,9,85.83333333,728.8666667
20,33,10,113.7,842.5666667
20,33,11,72.93333333,915.5
20,33,12,37.33333333,952.8333333
20,33,13,18.73333333,971.5666667
20,33,14,7.6,979.1666667
20,33,15,2.466666667,981.6333333
20,33,16,1.6,983.2333333
20,33,17,0.9,984.1333333
20,33,18,1.4,985.5333333
20,33,19,1,986.5333333
20,47,1,33.08,33.08
20,47,2,56.54333333,89.62333333
20,47,3,95.41333333,185.0366667
20,47,4,134.5633333,319.6
20,47,5,166.2766667,485.8766667
20,47,6,249.1366667,735.0133333
20,47,7,163.1433333,898.1566667
20,47,8,252.17,1150.326667
20,47,9,190.12,1340.446667
20,47,10,207.6933333,1548.14
20,47,11,175.6633333,1723.803333
20,47,12,182.9166667,1906.72
20,47,13,137.5166667,2044.236667
20,47,14,150.0666667,2194.303333
20,47,15,105.51,2299.813333
20,47,16,60.69666667,2360.51
20,47,17,58.35,2418.86
20,47,18,29.31666667,2448.176667
20,47,19,21.05,2469.226667
20,47,20,16.94666667,2486.173333
20,47,21,3.533333333,2489.706667
20,47,22,2.086666667,2491.793333
20,47,23,1.396666667,2493.19
20,47,24,1.546666667,2494.736667
20,47,25,0.67,2495.406667
20,47,26,1.23,2496.636667
20,63,1,49.41333333,49.41333333
20,63,2,51.19,100.6033333
20,63,3,62.99,163.5933333
20,63,4,62.00666667,225.6
20,63,5,66.26333333,291.8633333
20,63,6,85.25666667,377.12
20,63,7,150.5266667,527.6466667
20,63,8,165.4,693.0466667
20,63,9,176.97,870.0166667
20,63,10,169.2466667,1039.263333
20,63,11,152.1366667,1191.4
20,63,12,150.27,1341.67
20,63,13,157.8066667,1499.476667
20,63,14,137.28,1636.756667
20,63,15,137.44,1774.196667
20,63,16,100.68,1874.876667
20,63,17,80.77333333,1955.65
20,63,18,96.18333333,2051.833333
20,63,19,66.62,2118.453333
20,63,20,71.64333333,2190.096667
20,63,21,50.95,2241.046667
20,63,22,30.78666667,2271.833333
20,63,23,22.18333333,2294.016667
20,63,24,14.33333333,2308.35
20,63,25,9.5,2317.85
20,63,26,2.7,2320.55
20,63,27,1.495,2322.045
20,63,28,1.035,2323.08
20,63,29,0.64,2323.72
20,77,1,17.49,17.49
20,77,2,26.46,43.95
20,77,3,43.835,87.785
20,77,4,56.68,144.465
20,77,5,50.625,195.09
20,77,6,113.77,308.86
20,77,7,126.785,435.645
20,77,8,168.03,603.675
20,77,9,172.63,776.305
20,77,10,169.545,945.85
20,77,11,205.935,1151.785
20,77,12,148.51,1300.295
20,77,13,178.03,1478.325
20,77,14,153.59,1631.915
20,77,15,147.55,1779.465
20,77,16,115.85,1895.315
20,77,17,136.155,2031.47
20,77,18,140.495,2171.965
20,77,19,136.535,2308.5
20,77,20,76.42,2384.92
20,77,21,66.885,2451.805
20,77,22,80.195,2532
20,77,23,81.965,2613.965
20,77,24,68.42,2682.385
20,77,25,57.77,2740.155
20,77,26,54.16,2794.315
20,77,27,39.38,2833.695
20,77,28,38.65,2872.345
20,77,29,22.885,2895.23
20,77,30,15.34,2910.57
20,77,31,9.325,2919.895
20,77,32,7.335,2927.23
20,77,33,6.47,2933.7
20,77,34,0.8,2934.5
20,77,35,1.43,2935.93
20,77,36,0.82,2936.75
20,77,37,0.76,2937.51
20,91,1,11.06666667,11.06666667
20,91,2,22.69333333,33.76
20,91,3,22.63,56.39
20,91,4,38.01333333,94.40333333
20,91,5,55.46333333,149.8666667
20,91,6,52.89333333,202.76
20,91,7,66.75,269.51
20,91,8,99.45666667,368.9666667
20,91,9,96.92666667,465.8933333
20,91,10,141.9333333,607.8266667
20,91,11,139.49,747.3166667
20,91,12,152.35,899.6666667
20,91,13,149.2,1048.866667
20,91,14,179.5466667,1228.413333
20,91,15,174.88,1403.293333
20,91,16,188.48,1591.773333
20,91,17,150.4066667,1742.18
20,91,18,147.4466667,1889.626667
20,91,19,115.0533333,2004.68
20,91,20,133.35,2138.03
20,91,21,128.51,2266.54
20,91,22,109.2066667,2375.746667
20,91,23,105.73,2481.476667
20,91,24,114.95,2596.426667
20,91,25,94.97,2691.396667
20,91,26,110.3733333,2801.77
20,91,27,116.75,2918.52
20,91,28,123.32,3041.84
20,91,29,120,3161.84
20,91,30,104.8366667,3266.676667
20,91,31,117.05,3383.726667
20,91,32,105.2266667,3488.953333
20,91,33,90.83333333,3579.786667
20,91,34,99.16,3678.946667
20,91,35,48.48666667,3727.433333
20,91,36,50.55666667,3777.99
20,91,37,46.50333333,3824.493333
20,91,38,17.24666667,3841.74
20,91,39,10.11,3851.85
20,91,40,8.025,3859.875
20,91,41,4.645,3864.52
20,91,42,2.32,3866.84
20,91,43,1.305,3868.145
20,91,44,0.695,3868.84
20,91,45,0.635,3869.475
20,91,46,0.72,3870.195
20,91,47,0.45,3870.645
20,91,48,0.47,3871.115
25,33,1,40.7,40.7
25,33,2,42.13333333,82.83333333
25,33,3,64.63333333,147.4666667
25,33,4,108.4,255.8666667
25,33,5,111.9666667,367.8333333
25,33,6,144.7333333,512.5666667
25,33,7,148.1,660.6666667
25,33,8,186.7,847.3666667
25,33,9,172.2333333,1019.6
25,33,10,141.6333333,1161.233333
25,33,11,89.93333333,1251.166667
25,33,12,53.66666667,1304.833333
25,33,13,30.53333333,1335.366667
25,33,14,14.2,1349.566667
25,33,15,4.6,1354.166667
25,33,16,2.033333333,1356.2
25,33,17,1.033333333,1357.233333
25,33,18,1.05,1358.283333
25,33,19,0.7,1358.983333
25,47,1,26.21,26.21
25,47,2,40.52333333,66.73333333
25,47,3,60.80333333,127.5366667
25,47,4,160.5033333,288.04
25,47,5,150.3433333,438.3833333
25,47,6,191.5733333,629.9566667
25,47,7,166.6533333,796.61
25,47,8,248.0676667,1044.677667
25,47,9,244.9666667,1289.644333
25,47,10,202.79,1492.434333
25,47,11,199.0133333,1691.447667
25,47,12,180.97,1872.417667
25,47,13,170.3533333,2042.771
25,47,14,148.87,2191.641
25,47,15,153.7933333,2345.434333
25,47,16,164.4266667,2509.861
25,47,17,121.6166667,2631.477667
25,47,18,139.7366667,2771.214333
25,47,19,117.6,2888.814333
25,47,20,91.68,2980.494333
25,47,21,73.32666667,3053.821
25,47,22,95.23666667,3149.057667
25,47,23,36.87333333,3185.931
25,47,24,29.05666667,3214.987667
25,47,25,15.13666667,3230.124333
25,47,26,5.17,3235.294333
25,47,27,3.543333333,3238.837667
25,47,28,1.83,3240.667667
25,47,29,0.86,3241.527667
25,47,30,1.355,3242.882667
25,47,31,1.55,3244.432667
25,47,32,0.72,3245.152667
25,63,1,15.71666667,15.71666667
25,63,2,20.86333333,36.58
25,63,3,36.24666667,72.82666667
25,63,4,72.96666667,145.7933333
25,63,5,105.94,251.7333333
25,63,6,107.1666667,358.9
25,63,7,122.57,481.47
25,63,8,165.0266667,646.4966667
25,63,9,186.7666667,833.2633333
25,63,10,178.01,1011.273333
25,63,11,155.0833333,1166.356667
25,63,12,182.52,1348.876667
25,63,13,191.1033333,1539.98
25,63,14,196.7866667,1736.766667
25,63,15,172.9433333,1909.71
25,63,16,172.1333333,2081.843333
25,63,17,176.2633333,2258.106667
25,63,18,177.08,2435.186667
25,63,19,140.9366667,2576.123333
25,63,20,147.21,2723.333333
25,63,21,153.63,2876.963333
25,63,22,140.8166667,3017.78
25,63,23,127.54,3145.32
25,63,24,133.8266667,3279.146667
25,63,25,105.6766667,3384.823333
25,63,26,100.14,3484.963333
25,63,27,74.18,3559.143333
25,63,28,75.01333333,3634.156667
25,63,29,32.46666667,3666.623333
25,63,30,22.06,3688.683333
25,63,31,20.53666667,3709.22
25,63,32,5.916666667,3715.136667
25,63,33,5.096666667,3720.233333
25,63,34,2.735,3722.968333
25,63,35,1.17,3724.138333
25,63,36,1.9,3726.038333
25,63,37,0.555,3726.593333
25,63,38,0.64,3727.233333
25,63,39,1.09,3728.323333
25,77,1,8.69,8.69
25,77,2,4.31,13
25,77,3,12.45,25.45
25,77,4,9.25,34.7
25,77,5,29.12,63.82
25,77,6,32.43,96.25
25,77,7,30.81,127.06
25,77,8,20.17,147.23
25,77,9,30.54,177.77
25,77,10,27.91,205.68
25,77,11,83.19,288.87
25,77,12,66.74,355.61
25,77,13,74.25,429.86
25,77,14,89.51,519.37
25,77,15,41.27,560.64
25,77,16,72.99,633.63
25,77,17,100.38,734.01
25,77,18,179.57,913.58
25,77,19,182.88,1096.46
25,77,20,168.67,1265.13
25,77,21,169.62,1434.75
25,77,22,124.04,1558.79
25,77,23,151.64,1710.43
25,77,24,167.58,1878.01
25,77,25,117.74,1995.75
25,77,26,110.2,2105.95
25,77,27,107.48,2213.43
25,77,28,164.25,2377.68
25,77,29,147.36,2525.04
25,77,30,231.97,2757.01
25,77,31,157.24,2914.25
25,77,32,258.17,3172.42
25,77,33,125.56,3297.98
25,77,34,104.68,3402.66
25,77,35,214.64,3617.3
25,77,36,105.81,3723.11
25,77,37,157.89,3881
25,77,38,125.61,4006.61
25,77,39,105.17,4111.78
25,77,40,90.14,4201.92
25,77,41,110.76,4312.68
25,77,42,107.16,4419.84
25,77,43,126.71,4546.55
25,77,44,76.56,4623.11
25,77,45,82.55,4705.66
25,77,46,69.98,4775.64
25,77,47,30.3,4805.94
25,77,48,10.73,4816.67
25,77,49,6.38,4823.05
25,77,50,4.38,4827.43
25,77,51,1.19,4828.62
25,91,1,4.51,4.51
25,91,2,21.025,25.535
25,91,3,22.465,48
25,91,4,27.335,75.335
25,91,5,68.82,144.155
25,91,6,33.485,177.64
25,91,7,67.51,245.15
25,91,8,64.515,309.665
25,91,9,80.66,390.325
25,91,10,71.14,461.465
25,91,11,83.17,544.635
25,91,12,69.05,613.685
25,91,13,86.035,699.72
25,91,14,82.205,781.925
25,91,15,105.76,887.685
25,91,16,80.22,967.905
25,91,17,104,1071.905
25,91,18,107.86,1179.765
25,91,19,167.6,1347.365
25,91,20,132.92,1480.285
25,91,21,106.69,1586.975
25,91,22,131.43,1718.405
25,91,23,134.795,1853.2
25,91,24,136.47,1989.67
25,91,25,113.38,2103.05
25,91,26,138.425,2241.475
25,91,27,151.82,2393.295
25,91,28,151.16,2544.455
25,91,29,122.57,2667.025
25,91,30,161.175,2828.2
25,91,31,157.955,2986.155
25,91,32,181.12,3167.275
25,91,33,186.42,3353.695
25,91,34,158.92,3512.615
25,91,35,160.475,3673.09
25,91,36,177.13,3850.22
25,91,37,173.07,4023.29
25,91,38,187.9,4211.19
25,91,39,182.085,4393.275
25,91,40,168.97,4562.245
25,91,41,136.42,4698.665
25,91,42,173.695,4872.36
25,91,43,125.985,4998.345
25,91,44,134.92,5133.265
25,91,45,77.3,5210.565
25,91,46,66.3,5276.865
25,91,47,68,5344.865
25,91,48,41.925,5386.79
25,91,49,49.82,5436.61
25,91,50,28.575,5465.185
25,91,51,18.905,5484.09
25,91,52,16.845,5500.935
25,91,53,30.22,5531.155
25,91,54,11.05,5542.205
25,91,55,2.82,5545.025
25,91,56,2.23,5547.255
25,91,57,2.08,5549.335
25,91,58,0.85,5550.185
25,91,59,0.65,5550.835
30,33,1,19.7,19.7
30,33,2,29.4,49.1
30,33,3,44.73333333,93.83333333
30,33,4,53,146.8333333
30,33,5,87.76666667,234.6
30,33,6,104.7,339.3
30,33,7,117.8,457.1
30,33,8,139.5666667,596.6666667
30,33,9,143.0333333,739.7
30,33,10,168.6,908.3
30,33,11,137.5333333,1045.833333
30,33,12,150.8,1196.633333
30,33,13,112.6333333,1309.266667
30,33,14,124.6666667,1433.933333
30,33,15,98.76666667,1532.7
30,33,16,49,1581.7
30,33,17,58.86666667,1640.566667
30,33,18,36.53333333,1677.1
30,33,19,13.9,1691
30,33,20,4.2,1695.2
30,33,21,5.4,1700.6
30,33,22,2.05,1702.65
30,33,23,0.9,1703.55
30,47,1,15.39333333,15.39333333
30,47,2,19.60333333,34.99666667
30,47,3,52.52333333,87.52
30,47,4,65.49666667,153.0166667
30,47,5,98.81,251.8266667
30,47,6,125.36,377.1866667
30,47,7,158.92,536.1066667
30,47,8,186.6166667,722.7233333
30,47,9,153.3233333,876.0466667
30,47,10,166.9,1042.946667
30,47,11,150.7966667,1193.743333
30,47,12,164.29,1358.033333
30,47,13,137.9266667,1495.96
30,47,14,113.7566667,1609.716667
30,47,15,110.9766667,1720.693333
30,47,16,107.6966667,1828.39
30,47,17,88.36333333,1916.753333
30,47,18,97.35666667,2014.11
30,47,19,67.51,2081.62
30,47,20,84.23,2165.85
30,47,21,61.12666667,2226.976667
30,47,22,35.4,2262.376667
30,47,23,11.63333333,2274.01
30,47,24,10.14666667,2284.156667
30,47,25,3.766666667,2287.923333
30,47,26,1.956666667,2289.88
30,47,27,1.04,2290.92
30,47,28,1.34,2292.26
30,47,29,0.58,2292.84
30,47,30,0.6,2293.44
30,47,31,0.75,2294.19
30,63,1,21.50666667,21.50666667
30,63,2,11.62666667,33.13333333
30,63,3,16.34333333,49.47666667
30,63,4,34.34,83.81666667
30,63,5,46.02333333,129.84
30,63,6,65.23333333,195.0733333
30,63,7,59.14333333,254.2166667
30,63,8,93.33666667,347.5533333
30,63,9,103.07,450.6233333
30,63,10,154.0033333,604.6266667
30,63,11,89.44333333,694.07
30,63,12,122.5166667,816.5866667
30,63,13,136.38,952.9666667
30,63,14,126.5933333,1079.56
30,63,15,127.5366667,1207.096667
30,63,16,113.9333333,1321.03
30,63,17,135.73,1456.76
30,63,18,112.3266667,1569.086667
30,63,19,115.0333333,1684.12
30,63,20,88.67333333,1772.793333
30,63,21,114.0133333,1886.806667
30,63,22,93.66,1980.466667
30,63,23,89.28333333,2069.75
30,63,24,67.12333333,2136.873333
30,63,25,88.51,2225.383333
30,63,26,61.88333333,2287.266667
30,63,27,67.09333333,2354.36
30,63,28,46.43333333,2400.793333
30,63,29,37.35666667,2438.15
30,63,30,44.24,2482.39
30,63,31,35.95666667,2518.346667
30,63,32,32.13,2550.476667
30,63,33,23.84,2574.316667
30,63,34,22.06666667,2596.383333
30,63,35,14.565,2610.948333
30,63,36,8.17,2619.118333
30,63,37,12.78,2631.898333
30,63,38,4.65,2636.548333
30,63,39,1.68,2638.228333
30,63,40,0.77,2638.998333
30,77,1,14.83,14.83
30,77,2,9.615,24.445
30,77,3,24.06,48.505
30,77,4,33.01,81.515
30,77,5,43.45,124.965
30,77,6,74.265,199.23
30,77,7,68.785,268.015
30,77,8,68.845,336.86
30,77,9,111.905,448.765
30,77,10,67.74,516.505
30,77,11,149.07,665.575
30,77,12,135.85,801.425
30,77,13,114.02,915.445
30,77,14,173.445,1088.89
30,77,15,87.51,1176.4
30,77,16,111.36,1287.76
30,77,17,87.45,1375.21
30,77,18,136.135,1511.345
30,77,19,113.83,1625.175
30,77,20,97.33,1722.505
30,77,21,105.41,1827.915
30,77,22,86.015,1913.93
30,77,23,83.705,1997.635
30,77,24,96.245,2093.88
30,77,25,96.72,2190.6
30,77,26,166.46,2357.06
30,77,27,127.87,2484.93
30,77,28,135.755,2620.685
30,77,29,151.86,2772.545
30,77,30,98.625,2871.17
30,77,31,149.325,3020.495
30,77,32,116.15,3136.645
30,77,33,87.055,3223.7
30,77,34,86.81,3310.51
30,77,35,96.66,3407.17
30,77,36,78.555,3485.725
30,77,37,64.405,3550.13
30,77,38,57.145,3607.275
30,77,39,35.405,3642.68
30,77,40,38.48,3681.16
30,77,41,10.035,3691.195
30,77,42,8.79,3699.985
30,77,43,6.52,3706.505
30,77,44,5.42,3711.925
30,77,45,1.27,3713.195
30,91,1,40.455,40.455
30,91,2,45.47,85.925
30,91,3,52.41,138.335
30,91,4,52.045,190.38
30,91,5,98.565,288.945
30,91,6,104.77,393.715
30,91,7,75.83,469.545
30,91,8,87.015,556.56
30,91,9,128.67,685.23
30,91,10,109.47,794.7
30,91,11,122.515,917.215
30,91,12,83.195,1000.41
30,91,13,108.32,1108.73
30,91,14,100.725,1209.455
30,91,15,116.655,1326.11
30,91,16,108.775,1434.885
30,91,17,80.58,1515.465
30,91,18,130.65,1646.115
30,91,19,95.885,1742
30,91,20,88.765,1830.765
30,91,21,105.27,1936.035
30,91,22,141.72,2077.755
30,91,23,141.565,2219.32
30,91,24,122.88,2342.2
30,91,25,142.68,2484.88
30,91,26,122.73,2607.61
30,91,27,142.165,2749.775
30,91,28,130.42,2880.195
30,91,29,113.835,2994.03
30,91,30,126.36,3120.39
30,91,31,136.67,3257.06
30,91,32,110.995,3368.055
30,91,33,131.74,3499.795
30,91,34,135.22,3635.015
30,91,35,119.37,3754.385
30,91,36,64.66,3819.045
30,91,37,65.675,3884.72
30,91,38,60.98,3945.7
30,91,39,34.835,3980.535
30,91,40,29.435,4009.97
30,91,41,52.685,4062.655
30,91,42,28.655,4091.31
30,91,43,23.135,4114.445
30,91,44,37.88,4152.325
30,91,45,9.45,4161.775
30,91,46,5.05,4166.825
30,91,47,3.74,4170.565
30,91,48,1.52,4172.085
